transformer_id,lat,lon,agg_peak_kw,required_kva,installed_kva,utilization,meter_count
0,13.781157,100.561237,533.496169789377,627.6425526933847,1000,62.76425526933846,7
1,13.779157000000001,100.559237,678.6717860413022,798.4373953427084,1000,79.84373953427085,7
2,13.781157,100.559237,715.6057814485725,841.8891546453794,1000,84.18891546453796,7
